transaction_id,timestamp,user_id,merchant_id,device_fingerprint,ip_address,payment_method,transaction_amount,currency,latitude,longitude,transaction_status,account_creation_timestamp,payment_attempt_number,transaction_type,is_fraud,fraud_scenario
fd28d0ce-79f1-0a21-9cbf-be47215365f0,2024-01-01T10:44:10.822195+00:00,U_a53bc024d1a6,M_38f9e101,D_2d5972c6134a5a2f,145.229.165.222,debit_card,1364.0,INR,12.918690,77.539991,failed,2024-02-02T21:04:57.650335+00:00,1,purchase,false,none
39e9b2a9-588c-ce05-aad7-e7d35ce1d22a,2024-01-01T10:47:37.248191+00:00,U_35102852b474,M_531a8c16,D_faebcd19e5508ea2,38.148.21.74,wallet,1683.72,INR,26.913524,75.815740,success,2024-01-09T05:15:26.900210+00:00,1,purchase,false,none
d90d29a7-634d-1933-023d-d2589cefc14d,2024-01-01T11:11:31.914638+00:00,U_7622f59add20,M_83a73323,D_ad735097a0c4e637,1.220.40.237,debit_card,1618.87,INR,17.401443,78.492718,failed,2023-03-24T00:00:00+00:00,1,purchase,false,none
18b79247-a1b8-4c54-8325-7c23eb44b5cd,2024-01-01T11:13:54.067641+00:00,U_95fbe976ae00,M_32cf6862,D_c8ad0899b630794d,190.199.162.93,netbanking,1186.92,INR,13.122114,80.323482,success,2023-12-29T00:00:00+00:00,1,transfer,false,none
cdc584bf-f9ed-71df-ea21-5ac841ccdfbd,2024-01-01T11:16:30.367184+00:00,U_ad45c94d33ea,M_107be716,D_d6667ba856bebe18,115.214.54.231,upi,1210.42,INR,23.252649,77.410261,failed,2024-01-19T22:25:28.929747+00:00,1,purchase,false,none
86a8923d-4fd6-579c-0052-640776fda471,2024-01-01T11:17:09.435718+00:00,U_09fccdac179e,M_a920f146,D_1d8eddbcb45c25af,82.226.74.43,wallet,573.03,INR,26.888134,75.761437,success,2023-04-04T00:00:00+00:00,1,topup,false,none
1667787e-82b5-abd4-a06e-bb0657740216,2024-01-01T11:27:49.719263+00:00,U_0dd867e55f26,M_b1ba7e62,D_1438e799242ac30f,4.213.76.196,debit_card,3516.12,INR,28.657961,77.078977,success,2023-10-21T00:00:00+00:00,1,purchase,false,none
b3cbd599-b7b9-0fe1-912d-f65addd688c7,2024-01-01T11:34:04.426608+00:00,U_abfc8586e55b,M_593fd9f4,D_c7050c5b5eda2838,2.177.13.176,netbanking,921.18,INR,23.281207,77.401038,success,2023-02-25T00:00:00+00:00,1,purchase,false,none
22ecc9ae-ddaf-322d-2479-08f5a520aed3,2024-01-01T12:27:43.404831+00:00,U_32501f533438,M_6cfa7287,D_cb6851685fee2bc9,103.204.248.27,upi,2106.84,INR,28.800157,77.071494,failed,2023-12-23T00:00:00+00:00,1,purchase,false,none
ae3a74d4-d0ef-118d-9315-e61eba1e47dc,2024-01-01T12:45:07.775099+00:00,U_14fcdd549e8f,M_c9ac0911,D_50f0fd0a750cab75,77.30.108.123,debit_card,1131.18,INR,17.478019,78.447665,success,2023-08-18T00:00:00+00:00,2,purchase,false,none
8c2071ce-6143-fe32-efa6-6d0f3d37a23c,2024-01-01T13:23:17.358263+00:00,U_4757b52b2a28,M_f429eb12,D_bd5602ab7f317011,34.214.167.99,debit_card,599.82,INR,17.411206,78.445012,success,2023-07-14T00:00:00+00:00,1,purchase,false,none
f82ff6c2-c4bf-acd4-56b2-c46e36ef9e04,2024-01-01T14:02:23.719257+00:00,U_c89f884f2568,M_f429eb12,D_9ae69d9798fb7955,50.144.127.203,credit_card,1533.59,INR,17.431723,78.528744,success,2023-01-07T00:00:00+00:00,1,purchase,false,none
912f5de4-e778-f429-5c96-2f621c9318ef,2024-01-01T14:17:18.734136+00:00,U_ad30c94b4111,M_efb03458,D_a845fee9904ada37,211.78.161.202,debit_card,1190.0,INR,22.535180,88.437874,success,2023-12-18T00:00:00+00:00,1,purchase,false,none
fd46c0d5-685b-1640-af6b-cc5024d55a30,2024-01-01T14:17:41.648597+00:00,U_c497d0a84842,M_f692a870,D_cadcc10f1228130b,119.205.211.62,debit_card,263.14,INR,28.650156,77.167232,success,2023-03-26T00:00:00+00:00,1,purchase,false,none
60312fce-4d1f-738b-af52-b383e4aeac27,2024-01-01T14:44:20.392874+00:00,U_bd44089d9dd2,M_531a8c16,D_fada98f51c0f0bdc,153.242.135.248,wallet,794.41,EUR,26.984856,75.784012,success,2023-03-10T00:00:00+00:00,1,purchase,false,none
21623fe0-875a-3cf1-96e3-3429a418161e,2024-01-01T15:10:47.830745+00:00,U_6b2b0c271eec,M_6cfa7287,D_2abc4b2fb0a6e457,33.205.123.183,upi,569.92,INR,26.973186,75.713778,success,2023-07-12T00:00:00+00:00,1,purchase,false,none
3668257d-ed8c-e7b7-d438-ebbe94be482c,2024-01-01T15:55:07.330918+00:00,U_e6697833b841,M_5a45984f,D_f0bbac67aa38d0a1,192.89.154.104,credit_card,1150.74,INR,23.196014,77.479634,success,2023-12-31T00:00:00+00:00,1,purchase,false,none
d6e5868a-9c88-6920-5d34-55543708e982,2024-01-01T15:58:31.112026+00:00,U_0f57928f11f4,M_7130de2d,D_915490f6807a2c52,103.160.41.23,upi,1598.98,INR,17.485676,78.452391,failed,2023-01-16T00:00:00+00:00,1,purchase,false,none
b089f049-d8c4-a94e-1e28-7544069abef6,2024-01-01T17:18:56.198855+00:00,U_9280c5aa8dd4,M_018de1b4,D_7a89cbebb807d78a,197.209.37.33,wallet,1808.82,INR,26.992954,75.775673,success,2024-03-07T19:16:37.628790+00:00,1,purchase,false,none
0d976ec4-087c-c703-536d-b83497309f27,2024-01-01T17:38:24.380571+00:00,U_cbce5f0242bd,M_2a8762ef,D_f195321d6c20ee70,25.196.251.170,netbanking,2601.61,INR,26.835975,75.817236,failed,2023-03-18T00:00:00+00:00,1,transfer,false,none
236481fb-62bf-819e-549f-e456e485c017,2024-01-01T18:00:50.203984+00:00,U_9fcfd7112aaf,M_1641acc1,D_21b6eb84899fad03,102.111.108.254,debit_card,2324.94,INR,19.144081,72.796761,success,2023-08-05T00:00:00+00:00,1,purchase,false,none
c7f9eb2a-1901-83e7-6eae-3341985c2d2f,2024-01-01T18:40:03.936562+00:00,U_b56f89942f0d,M_f692a870,D_47e0bcacad50dfe2,17.188.181.249,credit_card,3705.48,INR,28.642157,77.003124,success,2023-12-30T00:00:00+00:00,3,purchase,false,none
199117fe-2259-45c9-7018-8e01d1581123,2024-01-01T18:59:31.045984+00:00,U_d01548989187,M_54cf479f,D_6a8f7654155287c7,129.148.15.209,debit_card,436.05,INR,28.786511,76.977961,success,2024-03-31T14:52:35.998862+00:00,1,purchase,false,none
cf68cdb3-33de-3631-994c-cfbab02afeae,2024-01-01T19:13:41.749331+00:00,U_6f96288295d8,M_154a3f8b,D_546e035a292bd156,127.147.205.209,debit_card,358.34,INR,28.681223,77.133529,success,2023-12-13T00:00:00+00:00,1,topup,false,none
74cd5af7-da6d-72da-90c5-8a4a42125fad,2024-01-01T19:23:17.365114+00:00,U_01dbeb73cab2,M_8ce7e0f2,D_ae8e60755eebc618,103.193.29.250,debit_card,1723.09,INR,13.118549,80.260853,success,2023-07-15T00:00:00+00:00,1,purchase,false,none
bf31dfa3-a431-14f8-9a39-9a83292d03d3,2024-01-01T19:32:17.473158+00:00,U_a23e189b4367,M_f774c909,D_058815b3ed335d5f,148.22.214.127,upi,402.92,INR,28.660172,77.150030,failed,2023-01-10T00:00:00+00:00,1,purchase,false,none
2be20e0e-8819-7a7d-b661-0e6434f2304b,2024-01-01T20:21:12.797236+00:00,U_85fde9e97938,M_e80767cc,D_268e81b4d5963842,177.208.2.69,debit_card,899.76,INR,22.528436,88.314933,success,2023-03-19T00:00:00+00:00,1,transfer,false,none
e2ae86fe-d7db-e362-479e-66f42031f5c6,2024-01-01T20:36:39.406013+00:00,U_4ec24fb471fe,M_7e690956,D_80406ea632455848,147.130.229.146,debit_card,2241.74,INR,26.972748,75.780616,failed,2024-03-21T08:41:10.804436+00:00,1,purchase,false,none
19bbbcd5-cf7b-1add-09ad-0c12ab1dd67f,2024-01-01T20:45:54.220633+00:00,U_afe2ff5c32a8,M_07b6fbf7,D_f429c05d34b16488,106.119.5.117,upi,1654.59,INR,23.226471,77.500963,success,2023-07-21T00:00:00+00:00,1,purchase,false,none
f4a861a0-e696-2d24-8314-d778213f3dbb,2024-01-01T20:52:23.038227+00:00,U_0eb9daeda39a,M_5a45984f,D_b5790849e22bc2f8,207.52.46.25,credit_card,2330.37,INR,22.657660,88.300527,success,2024-01-13T20:57:06.800933+00:00,1,purchase,false,none
f353f39f-d221-e599-db15-e6a383a6ffe3,2024-01-01T21:25:20.225483+00:00,U_e43f05c840a5,M_a9524bf2,D_ca77736e80fd963d,34.148.23.245,wallet,860.69,INR,17.433955,78.524956,success,2023-01-10T00:00:00+00:00,1,purchase,false,none
c5127b93-9103-93cb-477f-f54c4d5db634,2024-01-01T21:28:23.906229+00:00,U_dd94b1cc4179,M_1aa4fb78,D_2f7e618424e73747,68.109.88.108,netbanking,873.26,INR,12.963523,77.521555,success,2023-04-02T00:00:00+00:00,1,purchase,false,none
13ea3f0f-0a44-b9ff-133d-b01a3edecbbe,2024-01-01T21:45:22.715433+00:00,U_a3fb6609334b,M_7e690956,D_54c5f266b1420898,85.83.53.117,credit_card,1615.58,INR,17.290044,78.527936,success,2024-04-04T16:42:55.404131+00:00,1,purchase,false,none
1262db56-7887-343f-2806-d3e5704834f2,2024-01-01T22:11:56.058741+00:00,U_de70bd3000a2,M_0e04c7fc,D_8c1c8b0556771f36,145.248.175.229,wallet,744.61,INR,26.974236,75.819198,failed,2023-12-07T00:00:00+00:00,1,refund,false,none
facb5903-2957-34a7-c782-4938f33f6817,2024-01-01T22:35:34.233105+00:00,U_b9ebce1f935b,M_1b17809d,D_a3d2e30b26994648,209.226.116.180,debit_card,2200.38,INR,22.560306,88.408395,success,2023-04-08T00:00:00+00:00,1,refund,false,none
58171b35-e663-074d-bedc-140fbf1e2b91,2024-01-01T23:04:35.826962+00:00,U_8e85140d0f9a,M_e958acdd,D_a4b05c89f10bce9c,202.163.213.105,credit_card,3036.29,INR,12.985151,77.603207,success,2023-06-22T00:00:00+00:00,3,purchase,false,none
d8e62d3f-526a-7be7-6028-a2c72f55b880,2024-01-01T23:05:25.917423+00:00,U_00a952735f88,M_593fd9f4,D_8bac739c482d2649,133.202.25.169,debit_card,25599.22,INR,28.682427,77.073043,success,2023-04-19T00:00:00+00:00,4,purchase,false,none
c10eb5e7-bc6c-4b7f-aee8-e33c238a8467,2024-01-02T00:08:13.257947+00:00,U_3fe68c9c4758,M_9e524f17,D_b43bd27f42a259a6,157.146.251.52,upi,876.15,INR,12.988054,77.527780,success,2023-11-24T00:00:00+00:00,1,purchase,false,none
c099f079-4bf1-be8e-e027-9161fd0b722b,2024-01-02T00:20:32.438229+00:00,U_631a9c3c0d59,M_28e87898,D_fb8762719d9b72b9,68.217.96.197,wallet,930.52,INR,23.323541,77.378424,success,2023-09-06T00:00:00+00:00,3,purchase,false,none
9ee9376b-17b1-5d41-33c2-e606531c1354,2024-01-02T00:28:26.494727+00:00,U_d67d81a6a6d5,M_c25d0c74,D_b4ec2cea2de06f51,4.206.17.14,netbanking,4058.99,INR,22.563596,88.376697,success,2023-12-04T00:00:00+00:00,1,purchase,false,none
53175d4d-6446-b13a-305e-c3345951d439,2024-01-02T01:54:42.414175+00:00,U_62c60435dc5b,M_6a6b77f8,D_9d0aafe2adc8a219,35.122.241.125,debit_card,623.98,INR,26.966513,75.803670,success,2023-12-17T00:00:00+00:00,1,transfer,false,none
fe377a37-b52c-4b2c-f67c-b7596cbc1aef,2024-01-02T01:58:48.574151+00:00,U_4242fc5c866b,M_a41e1320,D_a3bdd4d60a01d8b6,72.68.138.224,debit_card,147.33,INR,13.135121,80.246944,success,2023-02-06T00:00:00+00:00,1,purchase,false,none
c831ceec-3d49-b491-fb68-7cfabde4a79e,2024-01-02T02:09:08.993973+00:00,U_f13fe00db0fe,M_66909ced,D_c9cb7eca4a0dff8a,104.209.245.10,upi,778.49,INR,17.406924,78.426393,success,2023-11-23T00:00:00+00:00,1,purchase,false,none
3114209c-e424-d7ad-83b6-303ae5b99b6e,2024-01-02T03:04:17.323888+00:00,U_160a56e11cd2,M_f692a870,D_37296854273e54e5,174.193.15.10,wallet,947.53,INR,13.086305,80.270037,success,2023-05-07T00:00:00+00:00,1,purchase,false,none
03d1f502-3134-5a64-4aaa-efbb82d34ff0,2024-01-02T03:37:10.413678+00:00,U_3150c3238782,M_72a6fb0e,D_dc63df5edd712dc5,48.3.40.46,wallet,1916.17,INR,26.908089,75.750836,success,2024-01-28T09:06:03.387586+00:00,1,purchase,false,none
9ccc303c-7965-2bc7-c530-052fd5f084fe,2024-01-02T04:09:22.281338+00:00,U_d08308b09718,M_1641acc1,D_173e13d9fc32edb4,29.233.8.2,netbanking,4365.48,INR,28.689751,77.014626,failed,2023-05-30T00:00:00+00:00,1,purchase,false,none
4f63bcd1-afae-b523-26ff-28c3c5eed8b0,2024-01-02T05:04:34.723336+00:00,U_7b5fbe413fa2,M_5bd6ac09,D_da143a47782351d9,43.38.251.83,upi,66.57,INR,23.173415,77.451380,success,2023-08-11T00:00:00+00:00,1,purchase,false,none
47e52489-fad4-66c2-58eb-58941062e6ff,2024-01-02T05:24:38.849400+00:00,U_2bc11bf74675,M_088b7879,D_d9d9f6103a20bb07,155.107.60.163,debit_card,32727.06,INR,23.258563,77.346576,failed,2023-06-18T00:00:00+00:00,1,purchase,false,none
dcd744ca-a33d-5e89-c096-b9a57c157753,2024-01-02T05:26:57.699390+00:00,U_a52aea249248,M_93be9d51,D_1aa5d4e236c077aa,200.128.42.119,upi,2349.32,INR,23.225629,77.306994,success,2024-03-26T11:48:14.925300+00:00,1,purchase,false,none
5f540fc9-114e-a4fa-7245-84ac358a36cb,2024-01-02T05:47:45.255619+00:00,U_e5b4a1ae3b41,M_9fe6f0f7,D_d1e91691a3209116,152.31.222.170,upi,1904.74,INR,17.409929,78.550424,success,2024-01-25T14:58:56.099697+00:00,1,purchase,false,none
dbd67744-8596-ee52-2159-873c058142ee,2024-01-02T06:44:45.677713+00:00,U_ba4d436d656c,M_e958acdd,D_6a020dcae566a39e,213.175.219.250,upi,870.46,INR,26.941858,75.863012,success,2023-01-10T00:00:00+00:00,1,purchase,false,none
e2724d38-bf99-7d72-75b0-6495a062db35,2024-01-02T07:11:53.581430+00:00,U_2aac2c7ff2a0,M_b1ba7e62,D_30432eca591a6550,179.87.58.100,debit_card,576.68,USD,22.629122,88.328781,success,2023-01-12T00:00:00+00:00,1,purchase,false,none
18f8b769-ab9d-74b0-50ab-5bd51773c920,2024-01-02T07:12:59.354338+00:00,U_c516e394aae6,M_da8bb7f5,D_f4a29332421becca,52.201.91.166,debit_card,1769.81,INR,28.667727,77.006830,success,2023-10-19T00:00:00+00:00,1,purchase,false,none
01b6d061-bef3-61b5-1c46-027e2f2b8a74,2024-01-02T07:21:04.300139+00:00,U_a9014e33097e,M_a920f146,D_ae4d8a19e2c2aa24,212.143.75.180,netbanking,1771.57,INR,19.170563,72.974013,success,2023-02-05T00:00:00+00:00,1,purchase,false,none
f0bc3792-aacb-644c-9bf8-621b89f9767f,2024-01-02T07:39:21.949933+00:00,U_747c76903ec8,M_657a2952,D_624d347360bc6cbc,165.22.67.64,credit_card,3324.77,INR,28.695597,77.005540,success,2023-08-16T00:00:00+00:00,1,purchase,false,none
dae21942-abf6-f67d-9426-5ac88ba9dcb8,2024-01-02T08:17:07.139191+00:00,U_e964f172a9a9,M_77e9873b,D_e4c4e73c4c46bad8,196.56.167.68,credit_card,1166.32,INR,12.992569,77.626702,success,2023-12-02T00:00:00+00:00,1,purchase,false,none
6798644d-b3ce-61aa-1b65-81bf71fa140d,2024-01-02T08:28:37.645240+00:00,U_72540ab73ad2,M_23aa2c56,D_af3f9d9ab2725aa7,141.86.185.204,wallet,674.91,SGD,28.631580,77.076371,success,2023-10-18T00:00:00+00:00,1,purchase,false,none
ceea95f8-9525-d55a-2024-ed73778cf811,2024-01-02T08:41:33.893986+00:00,U_7a0e25398a3e,M_89020a97,D_5069c0570adea5db,82.200.115.220,upi,1930.26,INR,28.643638,77.135867,success,2023-12-06T00:00:00+00:00,1,purchase,false,none
024ad2d0-5692-0179-62c1-00a009772224,2024-01-02T09:03:45.828447+00:00,U_a4364fcdf2d3,M_be3ccfac,D_77d5415fbe59d254,78.247.125.207,wallet,1743.35,INR,22.589548,88.345141,success,2023-06-07T00:00:00+00:00,4,purchase,false,none
d0c7ce87-d777-7426-14cb-91dc4e060eb6,2024-01-02T09:30:14.910302+00:00,U_c228a0e7d51a,M_107be716,D_de72ac23fe66f861,92.94.235.210,credit_card,1882.44,USD,28.681178,77.085491,success,2023-03-24T00:00:00+00:00,1,topup,false,none
8accd5c0-af63-920f-a9bb-f8d2f10892f5,2024-01-02T09:43:47.278471+00:00,U_f0fbdb65a6a5,M_a920f146,D_aabb6cac48d75165,183.193.126.27,debit_card,2292.0,INR,19.091670,72.906696,success,2023-03-08T00:00:00+00:00,1,purchase,false,none
85e6adbf-31af-82e1-e6eb-42fa7d503274,2024-01-02T10:36:27.258687+00:00,U_33e1f2af32cc,M_77e9873b,D_8b7080c27799f25b,119.5.104.218,debit_card,106.72,INR,13.065480,77.599802,success,2023-06-20T00:00:00+00:00,1,purchase,false,none
485c89eb-a50f-1cf5-701e-1d8748e3c3ac,2024-01-02T11:01:58.869167+00:00,U_82866d400fb4,M_c25d0c74,D_e525aeaf51e11799,11.0.26.170,upi,2274.68,INR,28.639499,77.073570,failed,2023-09-14T00:00:00+00:00,1,purchase,false,none
cde86ca1-3285-62d8-d99a-f44bbe25a7b4,2024-01-02T12:23:37.845785+00:00,U_54899c37cfa9,M_83120665,D_0b0b81de3e612d66,152.82.68.162,wallet,607.09,INR,26.905260,75.803554,failed,2023-03-13T00:00:00+00:00,4,purchase,false,none
5f51249e-d4d6-8297-e804-f03bb0f8c5a2,2024-01-02T12:46:24.573655+00:00,U_663463e9d317,M_055faefc,D_1752815cbcbf1583,117.177.152.101,netbanking,715.17,INR,17.418190,78.519803,failed,2023-10-03T00:00:00+00:00,1,purchase,false,none
7082cd98-b25f-b914-10c0-927039a4eec7,2024-01-02T12:47:44.694909+00:00,U_34a63e763217,M_7feb2b41,D_4b4fafafda3dc780,141.27.0.181,credit_card,292.7,INR,13.173265,80.322831,success,2023-07-01T00:00:00+00:00,1,topup,false,none
42f5716e-7229-79b5-ef21-c6987281127d,2024-01-02T13:08:12.313190+00:00,U_01dbeb73cab2,M_6a1afce6,D_ae8e60755eebc618,103.193.29.250,credit_card,2417.14,INR,13.166911,80.291287,success,2023-07-15T00:00:00+00:00,2,transfer,false,none
a54b03a6-20fd-d205-c6f8-5c3ea9d6c6c9,2024-01-02T13:50:17.830058+00:00,U_97da6c2381d9,M_961af017,D_c395428a024ff385,77.69.11.114,debit_card,25521.04,INR,17.394781,78.459958,success,2023-05-02T00:00:00+00:00,1,purchase,false,none
a87d56c7-0c37-9bc0-506d-f86a7fc530c7,2024-01-02T14:28:55.824923+00:00,U_52a473f94c9e,M_2e7bd3eb,D_b1d294571f3cea1d,54.29.55.147,wallet,1766.42,INR,28.714451,77.163904,success,2023-02-12T00:00:00+00:00,1,purchase,false,none
605ef40a-f8c0-e9ca-e415-eeebfa4e9dad,2024-01-02T15:16:42.251194+00:00,U_4fc55e4cab09,M_40b2523d,D_f8db37f6c3bc5ca7,63.200.81.166,debit_card,2239.07,INR,28.661781,77.076495,pending,2023-11-25T00:00:00+00:00,1,purchase,false,none
78a90407-add5-fbf6-079f-99af4f333567,2024-01-02T15:19:41.716843+00:00,U_c497d0a84842,M_f774c909,D_cadcc10f1228130b,10.183.33.114,wallet,1271.93,INR,28.726610,77.147858,success,2023-03-26T00:00:00+00:00,1,purchase,false,none
a1b2f60e-5bb9-0fe7-eb43-56b49179086e,2024-01-02T16:34:24.102592+00:00,U_ff51cc9627be,M_a41e1320,D_ab3041841dcb2fbf,87.126.187.37,netbanking,7864.17,INR,26.994015,75.815261,success,2023-04-24T00:00:00+00:00,1,purchase,false,none
d960bb69-06e7-a05b-94f2-c0b3305efb29,2024-01-02T16:59:32.848029+00:00,U_6928043ed492,M_195bc096,D_74169e82ec1f41ce,18.117.193.99,credit_card,2979.11,INR,12.998813,77.639738,failed,2023-12-23T00:00:00+00:00,1,purchase,false,none
410e78b0-3d52-a49b-ffad-696dce987f1c,2024-01-02T17:02:59.460340+00:00,U_0d31812e30c3,M_107be716,D_e8334da5de95d695,49.60.245.235,netbanking,558.34,INR,19.116939,72.782716,success,2023-02-25T00:00:00+00:00,1,purchase,false,none
2636c4db-ba61-c1bf-f7f9-e2b12cddbe4d,2024-01-02T18:29:54.416154+00:00,U_37164f311298,M_38f9e101,D_9145aa387722ec2c,152.169.30.169,upi,1004.33,INR,17.364858,78.444915,success,2023-04-06T00:00:00+00:00,1,purchase,false,none
08d783cf-0c96-1ab4-15f6-bccd74acd3a9,2024-01-02T19:12:24.672336+00:00,U_e9ea8b103bd6,M_89020a97,D_5f90ee5724722a76,159.115.250.155,credit_card,13013.24,INR,28.673368,77.121358,failed,2024-02-16T23:32:52.925886+00:00,1,purchase,false,none
22de662f-1659-b353-2a9d-05d5244b23b1,2024-01-02T19:18:24.561464+00:00,U_ebb48c9ebd1e,M_8c59fd47,D_22758233b33aa6b9,186.42.77.230,upi,312.11,INR,23.321017,77.492846,failed,2023-03-03T00:00:00+00:00,1,purchase,false,none
